,PhraseId,SentenceId,Phrase,Sentiment,final_subject,final_Phrase
1050,1051.0,39.0,"['[', ""'do"", ""'"", ',', '``', ""n't"", ""''"", ',', ""'judge"", ""'"", ',', ""'this"", ""'"", ',', ""'one"", ""'"", ',', ""'too"", ""'"", ',', ""'soon"", ""'"", ',', ""'-"", ""'"", ',', ""'it"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'"", 'a', ""'"", ',', ""'dark"", ""'"", ',', ""'"", ',', ""'"", ',', ""'gritty"", ""'"", ',', ""'story"", ""'"", ',', ""'but"", ""'"", ',', ""'it"", ""'"", ',', ""'takes"", ""'"", ',', ""'off"", ""'"", ',', ""'in"", ""'"", ',', ""'totally"", ""'"", ',', ""'unexpected"", ""'"", ',', ""'directions"", ""'"", ',', ""'and"", ""'"", ',', ""'keeps"", ""'"", ',', ""'on"", ""'"", ',', ""'going"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['vast', 'majority', 'casual', 'filmgoers', 'probably', 'talky', 'bore']",[]
1087,1088.0,40.0,"['[', ""'so"", ""'"", ',', ""'could"", ""'"", ',', ""'young"", ""'"", ',', ""'romantics"", ""'"", ',', ""'out"", ""'"", ',', ""'on"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'date"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['charlie', 'hunnam', 'twinkle', 'eye', 'repress', 'smile', 'determine', 'face', 'need', 'carry', 'dickensian', 'hero']",[]
1099,1100.0,41.0,"['[', ""'tartakovsky"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'team"", ""'"", ',', ""'has"", ""'"", ',', ""'some"", ""'"", ',', ""'freakish"", ""'"", ',', ""'powers"", ""'"", ',', ""'of"", ""'"", ',', ""'visual"", ""'"", ',', ""'charm"", ""'"", ',', ""'"", ',', ""'"", ',', ""'but"", ""'"", ',', ""'the"", ""'"", ',', ""'five"", ""'"", ',', ""'writers"", ""'"", ',', ""'slip"", ""'"", ',', ""'into"", ""'"", ',', ""'the"", ""'"", ',', ""'modern"", ""'"", ',', ""'rut"", ""'"", ',', ""'of"", ""'"", ',', ""'narrative"", ""'"", ',', ""'banality"", ""'"", ',', ""'"", '.', ""'"", ']']",0.0,"['tv', 'material', 'fervently', 'deposit', 'big', 'screen']",[]
1134,1135.0,42.0,"['[', ""'vincent"", ""'"", ',', ""'gallo"", ""'"", ',', ""'is"", ""'"", ',', ""'right"", ""'"", ',', ""'at"", ""'"", ',', ""'home"", ""'"", ',', ""'in"", ""'"", ',', ""'this"", ""'"", ',', ""'french"", ""'"", ',', ""'shocker"", ""'"", ',', ""'playing"", ""'"", ',', ""'his"", ""'"", ',', ""'usual"", ""'"", ',', ""'bad"", ""'"", ',', ""'boy"", ""'"", ',', ""'weirdo"", ""'"", ',', ""'role"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['emotional', 'seesawing', 'hard', 'figure', 'depth', 'two', 'literary', 'figure', 'even', 'time', 'live']",[]
1164,1165.0,43.0,"['[', ""'if"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'horror"", ""'"", ',', ""'movie"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'primary"", ""'"", ',', ""'goal"", ""'"", ',', ""'is"", ""'"", ',', ""'to"", ""'"", ',', ""'frighten"", ""'"", ',', ""'and"", ""'"", ',', ""'disturb"", ""'"", ',', ""'"", ',', ""'"", ',', ""'then"", ""'"", ',', ""'they"", ""'"", ',', ""'works"", ""'"", ',', ""'spectacularly"", ""'"", ',', ""'well"", ""'"", ',', ""'"", '...', ""'"", ',', ""'"", 'a', ""'"", ',', ""'shiver-inducing"", ""'"", ',', ""'"", ',', ""'"", ',', ""'nerve-rattling"", ""'"", ',', ""'ride"", ""'"", ',', ""'"", '.', ""'"", ']']",4.0,"['like', 'smith', 'make', 'fun', 'people', 'laugh']",[]
1198,1199.0,44.0,"['[', ""'this"", ""'"", ',', ""'100-minute"", ""'"", ',', ""'movie"", ""'"", ',', ""'only"", ""'"", ',', ""'has"", ""'"", ',', ""'about"", ""'"", ',', ""'25"", ""'"", ',', ""'minutes"", ""'"", ',', ""'of"", ""'"", ',', ""'decent"", ""'"", ',', ""'material"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['movie', 'big', 'shock', 'come', 'see', 'former', 'nymphette', 'juliette', 'lewis', 'play', 'mommy', 'name', 'minnie', 'watch', 'slim', 'travel', 'incognito', 'ridiculous', 'wig', 'respectable', 'halloween', 'costume', 'shop', 'would', 'ever', 'try', 'sell']",[]
1215,1216.0,45.0,"['[', ""'fortunately"", ""'"", ',', ""'"", ',', ""'"", ',', ""'you"", ""'"", ',', ""'still"", ""'"", ',', ""'have"", ""'"", ',', ""'that"", ""'"", ',', ""'option"", ""'"", ',', ""'"", '.', ""'"", ']']",2.0,"['crass', 'insulting', 'homage', 'great', 'film', 'like', 'like', 'hot', 'john', 'wayne', 'classic']",[]
1224,1225.0,46.0,"['[', ""'less"", ""'"", ',', ""'the"", ""'"", ',', ""'sensational"", ""'"", ',', ""'true-crime"", ""'"", ',', ""'hell-jaunt"", ""'"", ',', ""'purists"", ""'"", ',', ""'might"", ""'"", ',', ""'like"", ""'"", ',', ""'and"", ""'"", ',', ""'more"", ""'"", ',', ""'experimental"", ""'"", ',', ""'in"", ""'"", ',', ""'its"", ""'"", ',', ""'storytelling"", ""'"", ',', ""'-lrb-"", ""'"", ',', ""'though"", ""'"", ',', ""'no"", ""'"", ',', ""'less"", ""'"", ',', ""'horrifying"", ""'"", ',', ""'for"", ""'"", ',', ""'it"", ""'"", ',', ""'-rrb-"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['social', 'political', 'potential', 'state', 'property', 'end', 'inspire', 'insightful']",[]
1257,1258.0,47.0,"['[', ""'as"", ""'"", ',', ""'tricky"", ""'"", ',', ""'and"", ""'"", ',', ""'satisfying"", ""'"", ',', ""'as"", ""'"", ',', ""'any"", ""'"", ',', ""'of"", ""'"", ',', ""'david"", ""'"", ',', ""'mamet"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'airless"", ""'"", ',', ""'cinematic"", ""'"", ',', ""'shell"", ""'"", ',', ""'games"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['might', 'want', 'take', 'reality', 'check', 'pay', 'full', 'ticket', 'price', 'see', 'simone', 'consider', 'dvd', 'rental', 'instead']",[]
1280,1281.0,48.0,"['[', ""'"", 'i', ""'"", ',', '``', ""'m"", ""''"", ',', ""'sure"", ""'"", ',', ""'the"", ""'"", ',', ""'filmmaker"", ""'"", ',', ""'would"", ""'"", ',', ""'disagree"", ""'"", ',', ""'"", ',', ""'"", ',', ""'but"", ""'"", ',', ""'"", ',', ""'"", ',', ""'honestly"", ""'"", ',', ""'"", ',', ""'"", ',', ""'"", 'i', ""'"", ',', ""'do"", ""'"", ',', '``', ""n't"", ""''"", ',', ""'see"", ""'"", ',', ""'the"", ""'"", ',', ""'point"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['hour', 'half', 'wonder', 'sometimes', 'amusedly', 'sometimes', 'impatiently', 'strenuously', 'unconventional', 'movie', 'suppose', 'discover', 'answer', 'conventional']",[]
1304,1305.0,49.0,"['[', ""'jones"", ""'"", ',', ""'has"", ""'"", ',', ""'tackled"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'meaty"", ""'"", ',', ""'subject"", ""'"", ',', ""'and"", ""'"", ',', ""'drawn"", ""'"", ',', ""'engaging"", ""'"", ',', ""'characters"", ""'"", ',', ""'while"", ""'"", ',', ""'peppering"", ""'"", ',', ""'the"", ""'"", ',', ""'pages"", ""'"", ',', ""'with"", ""'"", ',', ""'memorable"", ""'"", ',', ""'zingers"", ""'"", ',', ""'"", '.', ""'"", ']']",4.0,"['path', 'may', 'familiar', 'director', 'denzel', 'washington', 'cast', 'manage', 'keep', 'thing', 'interest']",[]
1332,1333.0,50.0,"['[', ""'bloody"", ""'"", ',', ""'sunday"", ""'"", ',', ""'has"", ""'"", ',', ""'the"", ""'"", ',', ""'grace"", ""'"", ',', ""'to"", ""'"", ',', ""'call"", ""'"", ',', ""'for"", ""'"", ',', ""'prevention"", ""'"", ',', ""'rather"", ""'"", ',', ""'than"", ""'"", ',', ""'to"", ""'"", ',', ""'place"", ""'"", ',', ""'blame"", ""'"", ',', ""'"", ',', ""'"", ',', ""'making"", ""'"", ',', ""'it"", ""'"", ',', ""'one"", ""'"", ',', ""'of"", ""'"", ',', ""'the"", ""'"", ',', ""'best"", ""'"", ',', ""'war"", ""'"", ',', ""'movies"", ""'"", ',', ""'ever"", ""'"", ',', ""'made"", ""'"", ',', ""'"", '.', ""'"", ']']",4.0,"['violence', 'movie', 'remarkably', 'dull', 'caine', 'make', 'much', 'impression']",[]
1368,1369.0,51.0,"['[', ""'takes"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'clunky"", ""'"", ',', ""'tv-movie"", ""'"", ',', ""'approach"", ""'"", ',', ""'to"", ""'"", ',', ""'detailing"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'chapter"", ""'"", ',', ""'in"", ""'"", ',', ""'the"", ""'"", ',', ""'life"", ""'"", ',', ""'of"", ""'"", ',', ""'the"", ""'"", ',', ""'celebrated"", ""'"", ',', ""'irish"", ""'"", ',', ""'playwright"", ""'"", ',', ""'"", ',', ""'"", ',', ""'poet"", ""'"", ',', ""'and"", ""'"", ',', ""'drinker"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['personally', 'rather', 'watch', 'animal', 'planet']",[]
1400,1401.0,52.0,"['[', ""'finally"", ""'"", ',', ""'coming"", ""'"", ',', ""'down"", ""'"", ',', ""'off"", ""'"", ',', ""'of"", ""'"", ',', ""'miramax"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'deep"", ""'"", ',', ""'shelves"", ""'"", ',', ""'after"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'couple"", ""'"", ',', ""'of"", ""'"", ',', ""'aborted"", ""'"", ',', ""'attempts"", ""'"", ',', ""'"", ',', ""'"", ',', ""'waking"", ""'"", ',', ""'up"", ""'"", ',', ""'in"", ""'"", ',', ""'reno"", ""'"", ',', ""'makes"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'strong"", ""'"", ',', ""'case"", ""'"", ',', ""'for"", ""'"", ',', ""'letting"", ""'"", ',', ""'sleeping"", ""'"", ',', ""'dogs"", ""'"", ',', ""'lie"", ""'"", ',', ""'"", '.', ""'"", ']']",2.0,"['performance', 'strong', 'though', 'subject', 'matter', 'demand', 'act', 'border', 'hammy', 'time']",[]
1445,1446.0,53.0,"['[', ""'thanks"", ""'"", ',', ""'largely"", ""'"", ',', ""'to"", ""'"", ',', ""'williams"", ""'"", ',', ""'"", ',', ""'"", ',', ""'all"", ""'"", ',', ""'the"", ""'"", ',', ""'interesting"", ""'"", ',', ""'developments"", ""'"", ',', ""'are"", ""'"", ',', ""'processed"", ""'"", ',', ""'in"", ""'"", ',', ""'60"", ""'"", ',', ""'minutes"", ""'"", ',', ""'"", '--', ""'"", ',', ""'the"", ""'"", ',', ""'rest"", ""'"", ',', ""'is"", ""'"", ',', ""'just"", ""'"", ',', ""'an"", ""'"", ',', ""'overexposed"", ""'"", ',', ""'waste"", ""'"", ',', ""'of"", ""'"", ',', ""'film"", ""'"", ',', ""'"", '.', ""'"", ']']",0.0,"['entirely', 'suspenseful', 'extremely', 'ultimately', 'dare', 'say', 'entertain']",[]
1479,1480.0,54.0,"['[', ""'comes"", ""'"", ',', ""'across"", ""'"", ',', ""'as"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'relic"", ""'"", ',', ""'from"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'bygone"", ""'"", ',', ""'era"", ""'"", ',', ""'"", ',', ""'"", ',', ""'and"", ""'"", ',', ""'its"", ""'"", ',', ""'convolutions"", ""'"", ',', ""'"", '...', ""'"", ',', ""'feel"", ""'"", ',', ""'silly"", ""'"", ',', ""'rather"", ""'"", ',', ""'than"", ""'"", ',', ""'plausible"", ""'"", ',', ""'"", '.', ""'"", ']']",0.0,"['weighty', 'ponderous', 'every', 'bit', 'filling', 'treat', 'title']",[]
1505,1506.0,55.0,"['[', ""'perhaps"", ""'"", ',', ""'it"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'cliche"", ""'"", ',', ""'to"", ""'"", ',', ""'call"", ""'"", ',', ""'the"", ""'"", ',', ""'film"", ""'"", ',', ""'"", '`', ""'"", ',', ""'refreshing"", ""'"", ',', ""'"", ',', ""'"", ',', '``', ""'"", ""''"", ',', ""'but"", ""'"", ',', ""'it"", ""'"", ',', ""'is"", ""'"", ',', ""'"", '.', ""'"", ']']",4.0,"['melodramatic', 'movie', 'show', 'u', 'plenty', 'sturm', 'und', 'drung', 'explain', 'character', 'decision', 'unsatisfactorily']",[]
1522,1523.0,56.0,"['[', ""'both"", ""'"", ',', ""'lead"", ""'"", ',', ""'performances"", ""'"", ',', ""'are"", ""'"", ',', ""'oscar-size"", ""'"", ',', ""'"", '.', ""'"", ']']",4.0,"['pianist', 'supremely', 'hopeful', 'cautionary', 'tale', 'war', 'madness', 'remember', 'today', 'prevent', 'tragic', 'waste', 'life']",[]
1530,1531.0,57.0,"['[', ""'run"", ""'"", ',', ""'for"", ""'"", ',', ""'your"", ""'"", ',', ""'lives"", ""'"", ',', ""'"", '!', ""'"", ']']",0.0,"['overly', 'sudsy', 'plotting', 'effort', 'modernize', 'encomium', 'diversity', 'tolerance']",[]
1538,1539.0,58.0,"['[', ""'mark"", ""'"", ',', ""'pellington"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'latest"", ""'"", ',', ""'pop"", ""'"", ',', ""'thriller"", ""'"", ',', ""'is"", ""'"", ',', ""'as"", ""'"", ',', ""'kooky"", ""'"", ',', ""'and"", ""'"", ',', ""'overeager"", ""'"", ',', ""'as"", ""'"", ',', ""'it"", ""'"", ',', ""'is"", ""'"", ',', ""'spooky"", ""'"", ',', ""'and"", ""'"", ',', ""'subtly"", ""'"", ',', ""'in"", ""'"", ',', ""'love"", ""'"", ',', ""'with"", ""'"", ',', ""'myth"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['way', 'home', 'ode', 'unconditional', 'love', 'compassion', 'garner', 'year', 'see', 'condition', 'old', 'privy', 'often', 'misconstrue', 'weakness']",[]
1568,1569.0,59.0,"['[', ""'claude"", ""'"", ',', ""'chabrol"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'camera"", ""'"", ',', ""'has"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'way"", ""'"", ',', ""'of"", ""'"", ',', ""'gently"", ""'"", ',', ""'swaying"", ""'"", ',', ""'back"", ""'"", ',', ""'and"", ""'"", ',', ""'forth"", ""'"", ',', ""'as"", ""'"", ',', ""'it"", ""'"", ',', ""'cradles"", ""'"", ',', ""'its"", ""'"", ',', ""'characters"", ""'"", ',', ""'"", ',', ""'"", ',', ""'veiling"", ""'"", ',', ""'tension"", ""'"", ',', ""'beneath"", ""'"", ',', ""'otherwise"", ""'"", ',', ""'tender"", ""'"", ',', ""'movements"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['deep', 'realize', 'harsh', 'reality', 'situation', 'would', 'leave', 'theater', 'low', 'enter']",[]
1608,1609.0,60.0,"['[', ""'transforms"", ""'"", ',', ""'one"", ""'"", ',', ""'of"", ""'"", ',', ""'-lrb-"", ""'"", ',', ""'shakespeare"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'-rrb-"", ""'"", ',', ""'deepest"", ""'"", ',', ""'tragedies"", ""'"", ',', ""'into"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'smart"", ""'"", ',', ""'new"", ""'"", ',', ""'comedy"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['watch', 'harris', 'ham', 'physically', 'emotionally', 'disintegrate', 'course', 'movie', 'certain', 'poignancy', 'light', 'recent', 'death', 'boyd', 'film', 'offer', 'little', 'else', 'consequence']",[]
1627,1628.0,61.0,"['[', ""'the"", ""'"", ',', ""'screenplay"", ""'"", ',', ""'by"", ""'"", ',', ""'james"", ""'"", ',', ""'eric"", ""'"", ',', ""'"", ',', ""'"", ',', ""'james"", ""'"", ',', ""'horton"", ""'"", ',', ""'and"", ""'"", ',', ""'director"", ""'"", ',', ""'peter"", ""'"", ',', '``', ""o'fallon"", ""''"", ',', ""'"", '...', ""'"", ',', ""'is"", ""'"", ',', ""'so"", ""'"", ',', ""'pat"", ""'"", ',', ""'it"", ""'"", ',', ""'makes"", ""'"", ',', ""'your"", ""'"", ',', ""'teeth"", ""'"", ',', ""'hurt"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['apparently', 'reassemble', 'floor', 'give', 'daytime', 'soap']",[]
1658,1659.0,62.0,"['[', ""'but"", ""'"", ',', ""'arriving"", ""'"", ',', ""'at"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'particularly"", ""'"", ',', ""'dark"", ""'"", ',', ""'moment"", ""'"", ',', ""'in"", ""'"", ',', ""'history"", ""'"", ',', ""'"", ',', ""'"", ',', ""'it"", ""'"", ',', ""'offers"", ""'"", ',', ""'flickering"", ""'"", ',', ""'reminders"", ""'"", ',', ""'of"", ""'"", ',', ""'the"", ""'"", ',', ""'ties"", ""'"", ',', ""'that"", ""'"", ',', ""'bind"", ""'"", ',', ""'us"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['worth', 'concentration']",[]
1686,1687.0,63.0,"['[', ""'its"", ""'"", ',', ""'generic"", ""'"", ',', ""'villains"", ""'"", ',', ""'lack"", ""'"", ',', ""'any"", ""'"", ',', ""'intrigue"", ""'"", ',', ""'-lrb-"", ""'"", ',', ""'other"", ""'"", ',', ""'than"", ""'"", ',', ""'their"", ""'"", ',', ""'funny"", ""'"", ',', ""'accents"", ""'"", ',', ""'-rrb-"", ""'"", ',', ""'and"", ""'"", ',', ""'the"", ""'"", ',', ""'action"", ""'"", ',', ""'scenes"", ""'"", ',', ""'are"", ""'"", ',', ""'poorly"", ""'"", ',', ""'delivered"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['yet', 'aloof', 'unreachable', 'way', 'fascinating', 'wo', 'able', 'look', 'away', 'second']",[]
1715,1716.0,64.0,"['[', ""'the"", ""'"", ',', ""'characters"", ""'"", ',', ""'are"", ""'"", ',', ""'more"", ""'"", ',', ""'deeply"", ""'"", ',', ""'thought"", ""'"", ',', ""'through"", ""'"", ',', ""'than"", ""'"", ',', ""'in"", ""'"", ',', ""'most"", ""'"", ',', ""'"", '`', ""'"", ',', ""'right-thinking"", ""'"", ',', '``', ""'"", ""''"", ',', ""'films"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['good', 'stuff', 'violent', 'bit', 'exploitative', 'also', 'nicely', 'do', 'morally', 'alert']",[]
1734,1735.0,65.0,"['[', ""'the"", ""'"", ',', ""'film"", ""'"", ',', ""'"", ',', ""'"", ',', ""'despite"", ""'"", ',', ""'the"", ""'"", ',', ""'gratuitous"", ""'"", ',', ""'cinematic"", ""'"", ',', ""'distractions"", ""'"", ',', ""'impressed"", ""'"", ',', ""'upon"", ""'"", ',', ""'it"", ""'"", ',', ""'"", ',', ""'"", ',', ""'is"", ""'"", ',', ""'still"", ""'"", ',', ""'good"", ""'"", ',', ""'fun"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['watch', 'giggle', 'get', 'adrenaline', 'boost', 'without', 'feel', 'like', 'completely', 'lower', 'entertainment', 'standard']",[]
1754,1755.0,66.0,"['[', ""'downright"", ""'"", ',', ""'transparent"", ""'"", ',', ""'is"", ""'"", ',', ""'the"", ""'"", ',', ""'script"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'endless"", ""'"", ',', ""'assault"", ""'"", ',', ""'of"", ""'"", ',', ""'embarrassingly"", ""'"", ',', ""'ham-fisted"", ""'"", ',', ""'sex"", ""'"", ',', ""'jokes"", ""'"", ',', ""'that"", ""'"", ',', ""'reek"", ""'"", ',', ""'of"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'script"", ""'"", ',', ""'rewrite"", ""'"", ',', ""'designed"", ""'"", ',', ""'to"", ""'"", ',', ""'garner"", ""'"", ',', ""'the"", ""'"", ',', ""'film"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'"", '``', ""'"", ',', ""'cooler"", ""'"", ',', ""'"", '``', ""'"", ',', ""'pg-13"", ""'"", ',', ""'rating"", ""'"", ',', ""'"", '.', ""'"", ']']",0.0,"['lucky', 'break', 'perfectly', 'inoffensive', 'harmless', 'also', 'drab', 'inert']",[]
1798,1799.0,67.0,"['[', ""'"", 'a', ""'"", ',', ""'smart"", ""'"", ',', ""'"", ',', ""'"", ',', ""'provocative"", ""'"", ',', ""'drama"", ""'"", ',', ""'that"", ""'"", ',', ""'does"", ""'"", ',', ""'the"", ""'"", ',', ""'nearly"", ""'"", ',', ""'impossible"", ""'"", ',', ""'"", ':', ""'"", ',', ""'it"", ""'"", ',', ""'gets"", ""'"", ',', ""'under"", ""'"", ',', ""'the"", ""'"", ',', ""'skin"", ""'"", ',', ""'of"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'man"", ""'"", ',', ""'we"", ""'"", ',', ""'only"", ""'"", ',', ""'know"", ""'"", ',', ""'as"", ""'"", ',', ""'an"", ""'"", ',', ""'evil"", ""'"", ',', ""'"", ',', ""'"", ',', ""'monstrous"", ""'"", ',', ""'lunatic"", ""'"", ',', ""'"", '.', ""'"", ']']",4.0,"['though', 'harris', 'affect', 'time', 'overcome', 'sense', 'pumpkin', 'mere', 'plot', 'pawn', 'two', 'director', 'far', 'less', 'endearing', 'disability']",[]
1839,1840.0,68.0,"['[', ""'it"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'like"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'drive-by"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['exquisite', 'craftsmanship', 'olivier', 'assayas', 'fashion', 'absorb', 'look', 'provincial', 'bourgeois', 'french', 'society']",[]
1845,1846.0,69.0,"['[', ""'is"", ""'"", ',', ""'many"", ""'"", ',', ""'things"", ""'"", ',', ""'"", '--', ""'"", ',', ""'stoner"", ""'"", ',', ""'midnight"", ""'"", ',', ""'flick"", ""'"", ',', ""'"", ',', ""'"", ',', ""'sci-fi"", ""'"", ',', ""'deconstruction"", ""'"", ',', ""'"", ',', ""'"", ',', ""'gay"", ""'"", ',', ""'fantasia"", ""'"", ',', ""'"", '--', ""'"", ',', ""'but"", ""'"", ',', ""'above"", ""'"", ',', ""'all"", ""'"", ',', ""'it"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'"", 'a', ""'"", ',', ""'love"", ""'"", ',', ""'story"", ""'"", ',', ""'as"", ""'"", ',', ""'sanguine"", ""'"", ',', ""'as"", ""'"", ',', ""'its"", ""'"", ',', ""'title"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['get', 'idea', 'though', 'kapur', 'intend', 'film']",[]
1882,1883.0,70.0,"['[', ""'"", 'a', ""'"", ',', ""'very"", ""'"", ',', ""'funny"", ""'"", ',', ""'romantic"", ""'"", ',', ""'comedy"", ""'"", ',', ""'about"", ""'"", ',', ""'two"", ""'"", ',', ""'skittish"", ""'"", ',', ""'new"", ""'"", ',', ""'york"", ""'"", ',', ""'middle-agers"", ""'"", ',', ""'who"", ""'"", ',', ""'stumble"", ""'"", ',', ""'into"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'relationship"", ""'"", ',', ""'and"", ""'"", ',', ""'then"", ""'"", ',', ""'struggle"", ""'"", ',', ""'furiously"", ""'"", ',', ""'with"", ""'"", ',', ""'their"", ""'"", ',', ""'fears"", ""'"", ',', ""'and"", ""'"", ',', ""'foibles"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['throw', 'everything', 'except', 'someone', 'pull', 'pin', 'grenade', 'teeth', 'windtalker', 'seem', 'ransack', 'every', 'old', 'world', 'war', 'ii', 'movie', 'overly', 'familiar', 'material']",[]
1917,1918.0,71.0,"['[', ""'but"", ""'"", ',', ""'it"", ""'"", ',', ""'has"", ""'"", ',', ""'an"", ""'"", ',', ""'ambition"", ""'"", ',', ""'to"", ""'"", ',', ""'say"", ""'"", ',', ""'something"", ""'"", ',', ""'about"", ""'"", ',', ""'its"", ""'"", ',', ""'subjects"", ""'"", ',', ""'"", ',', ""'"", ',', ""'but"", ""'"", ',', ""'not"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'willingness"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['rarely', 'talent', 'serve', 'literate', 'material']",[]
1937,1938.0,72.0,"['[', ""'-lrb-"", ""'"", ',', ""'scherfig"", ""'"", ',', ""'-rrb-"", ""'"", ',', ""'has"", ""'"", ',', ""'made"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'movie"", ""'"", ',', ""'that"", ""'"", ',', ""'will"", ""'"", ',', ""'leave"", ""'"", ',', ""'you"", ""'"", ',', ""'wondering"", ""'"", ',', ""'about"", ""'"", ',', ""'the"", ""'"", ',', ""'characters"", ""'"", ',', '``', ""'"", ""''"", ',', ""'lives"", ""'"", ',', ""'after"", ""'"", ',', ""'the"", ""'"", ',', ""'clever"", ""'"", ',', ""'credits"", ""'"", ',', ""'roll"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['least', 'moore', 'real', 'charmer']",[]
1965,1966.0,73.0,"['[', ""'-lrb-"", ""'"", ',', ""'an"", ""'"", ',', ""'-rrb-"", ""'"", ',', ""'absorbing"", ""'"", ',', ""'documentary"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['lovely', 'sad', 'dance', 'highlight', 'kwan', 'unique', 'directing', 'style']",[]
1972,1973.0,74.0,"['[', ""'reeks"", ""'"", ',', ""'of"", ""'"", ',', ""'rot"", ""'"", ',', ""'and"", ""'"", ',', ""'hack"", ""'"", ',', ""'work"", ""'"", ',', ""'from"", ""'"", ',', ""'start"", ""'"", ',', ""'to"", ""'"", ',', ""'finish"", ""'"", ',', ""'"", '.', ""'"", ']']",2.0,"['significantly', 'less', 'charm', 'listen', 'taste', 'exaggeration', 'recount', 'halloween', 'trip', 'haunt', 'house']",[]
1983,1984.0,75.0,"['[', ""'plays"", ""'"", ',', ""'like"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'series"", ""'"", ',', ""'of"", ""'"", ',', ""'vignettes"", ""'"", ',', ""'"", '--', ""'"", ',', ""'clips"", ""'"", ',', ""'of"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'film"", ""'"", ',', ""'that"", ""'"", ',', ""'are"", ""'"", ',', ""'still"", ""'"", ',', ""'looking"", ""'"", ',', ""'for"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'common"", ""'"", ',', ""'through-line"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['laughably', 'irredeemably', 'awful']",[]
2005,2006.0,76.0,"['[', ']']",1.0,"['empire', 'ca', 'make', 'mind', 'whether', 'want', 'gangster', 'flick', 'art', 'film']",[]
2012,2013.0,77.0,"['[', ""'the"", ""'"", ',', ""'major"", ""'"", ',', ""'problem"", ""'"", ',', ""'with"", ""'"", ',', ""'windtalkers"", ""'"", ',', ""'is"", ""'"", ',', ""'that"", ""'"", ',', ""'the"", ""'"", ',', ""'bulk"", ""'"", ',', ""'of"", ""'"", ',', ""'the"", ""'"", ',', ""'movie"", ""'"", ',', ""'centers"", ""'"", ',', ""'on"", ""'"", ',', ""'the"", ""'"", ',', ""'wrong"", ""'"", ',', ""'character"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['pick', 'swing', 'around', 'drop', 'back', 'seat', 'emotional', 'force', 'recent', 'film']",[]
